Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2021,RNA binding (GO:0003723),98/1406,6.86511198879466e-05,0.0442113212078376,0,0,1.5659815649279778,15.01224016744172,RAMAC;ACAA2;TFRC;EIF4A3;ADARB1;BZW1;IFIT3;IFIT2;HMGN5;PEG10;ZNF207;MBNL2;DDX11;RPSA;LACTB2;TEP1;CCDC86;PPIG;CARS1;SRSF7;HOXB6;CSTF2;TXN;RCC1L;HELZ2;TERT;PCBP1;ZC3H13;BTF3;PRPF38B;KNOP1;UPF3B;EIF2S1;YRDC;GNL3L;LSM6;AGO4;KYAT3;UBE2N;SUGP2;RBM25;GFM1;DDX47;RPLP0;ADK;SRP54;MRPL39;TCF20;CHD2;MRPL32;DUSP14;IFIH1;DUSP11;RBM3;MRPL3;C1QBP;SUMO2;ANXA7;PELP1;RBM33;TOP3B;EIF5B;HSP90AA1;GLRX3;ANXA2;DDX55;MRPS23;PRPF40B;TFB2M;PSMA6;PKM;PSMA1;NEMF;OAS3;STRAP;SNRPA1;POLR1G;SLC25A5;NSRP1;MAPRE1;TRIM56;FYTTD1;SF3B6;MRPS30;HSD17B10;ATP5F1A;PABPN1;EIF4H;CTNNA1;ZNF622;SRSF11;NQO1;ATP5F1C;ZYX;PABPC1L;VIM;HSPA1B;TNRC6B
GO_Molecular_Function_2021,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor (GO:0016668)",3/5,0.0009848404111678826,0.3171186123960582,0,0,30.27171610169492,209.5720274525138,PRDX3;PGK1;TXN
GO_Molecular_Function_2021,malate dehydrogenase activity (GO:0016615),3/6,0.0019002882517881,0.407928544717191,0,0,20.180084745762716,126.4433597974358,MDH1;ME1;ME2
GO_Molecular_Function_2021,neutral amino acid transmembrane transporter activity (GO:0015175),6/32,0.00349052700081,0.5619748471304162,0,0,4.666148941388049,26.399682769364627,SLC7A5;SLC43A2;SLC6A9;SLC38A7;SLC1A4;MFSD12
GO_Molecular_Function_2021,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor (GO:0016653)",3/8,0.0049538274463569,0.6010362531210325,0,0,12.10677966101695,64.25788052775545,NQO1;CYB5R4;NDOR1
GO_Molecular_Function_2021,chloride transmembrane transporter activity (GO:0015108),4/16,0.005756231993009,0.6010362531210325,0,0,6.730646871686108,34.71312403596204,CLCN7;CLCN6;SLC4A8;SLC26A6
GO_Molecular_Function_2021,calcium channel regulator activity (GO:0005246),6/37,0.0073286354660417,0.6010362531210325,0,0,3.912515854787289,19.233794673403164,CACNG8;INAFM2;RRAD;MCUB;SRI;GEM
GO_Molecular_Function_2021,ubiquitin protein ligase binding (GO:0031625),21/265,0.014963064032175,0.6010362531210325,0,0,1.748172113444039,7.34611730575398,CCT2;CDKN1A;HSP90AA1;CUL3;CUL2;TRAF1;HDAC6;ACTG1;SMAD7;LAPTM4B;PSMA3;MC1R;UBE2T;SUMO2;UBE2N;TRIB3;SLC25A5;PRKACB;WASHC1;SQSTM1;HSPA1B
GO_Molecular_Function_2021,ubiquitin-like protein ligase binding (GO:0044389),22/282,0.0153102325325863,0.6010362531210325,0,0,1.719110187110187,7.184563539395182,CCT2;CDKN1A;HSP90AA1;STAT2;CUL3;CUL2;TRAF1;HDAC6;ACTG1;SMAD7;LAPTM4B;PSMA3;MC1R;UBE2T;SUMO2;UBE2N;TRIB3;SLC25A5;PRKACB;WASHC1;SQSTM1;HSPA1B
GO_Molecular_Function_2021,histone acetyltransferase binding (GO:0035035),4/21,0.0156902871814472,0.6010362531210325,0,0,4.7497972677936495,19.734046398222794,EID1;PCNA;CITED2;ZBTB7A
GO_Molecular_Function_2021,cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538),6/44,0.0168408182016385,0.6010362531210325,0,0,3.1906146876223502,13.030309847044254,CDKN1A;CCND2;CDKN2C;CCNE2;CCNH;CCNG1
GO_Molecular_Function_2021,purine ribonucleoside triphosphate binding (GO:0035639),32/460,0.0195976989317958,0.6010362531210325,0,0,1.5218834584546244,5.984567948934526,ABCD4;RRAD;EIF4A3;SRP54;TWF1;ARL17A;ARL5B;ATP5F1A;CLP1;STK36;STK38;PGK1;HACL1;PRKACB;HSP90AA1;CDK11A;ARL14;SPHK1;RAB27B;TRPV1;GEM;ARL4C;PSMA6;RAP2A;TUBB2A;RAP2B;STK26;OAS3;CARS1;ABCE1;HSPA1B;NAIP
GO_Molecular_Function_2021,kinase binding (GO:0019900),32/461,0.0201419935298837,0.6010362531210325,0,0,1.518254423172456,5.928705200269194,ERRFI1;CDKN1A;MIDN;TFRC;CAB39;GATA6;PKD1;PRDX3;PPP1CB;LAPTM4B;CCND2;UBQLN1;CIR1;FBXO5;MAP2K7;CDKN2C;GADD45A;PGAM1;CEP152;TPRKB;ADAM10;NISCH;ARHGAP33;FRMD5;DGKQ;FAS;SPRY2;TRIB3;VDAC1;TRIM38;MAPRE1;SQSTM1
GO_Molecular_Function_2021,L-leucine transmembrane transporter activity (GO:0015190),2/5,0.0203547144529099,0.6010362531210325,0,0,13.43915343915344,52.33801334767843,SLC7A5;SLC38A7
GO_Molecular_Function_2021,purine nucleotide transmembrane transporter activity (GO:0015216),2/5,0.0203547144529099,0.6010362531210325,0,0,13.43915343915344,52.33801334767843,ABCC5;SLC25A5
GO_Molecular_Function_2021,rDNA binding (GO:0000182),2/5,0.0203547144529099,0.6010362531210325,0,0,13.43915343915344,52.33801334767843,TSPYL2;BNC1
GO_Molecular_Function_2021,magnesium ion binding (GO:0000287),13/146,0.0213893191944534,0.6010362531210325,0,0,1.9800035420456925,7.612843516211574,SPHK1;XYLT2;GEM;PLSCR1;RAP2A;STK26;STK38;HACL1;HPRT1;MAP2K7;PRKACB;PGM1;AASDHPPT
GO_Molecular_Function_2021,carboxy-lyase activity (GO:0016831),4/23,0.0215461735924224,0.6010362531210325,0,0,4.249372104705029,16.30720782627759,BCKDHA;AMD1;CSAD;PCK2
