Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of primary metabolic process (GO:0080090),23/130,1.887620766105292e-08,6.36694484407315e-05,0,0,4.622103915072872,82.20579855006204,FDPS;SREBF1;MVK;PSMD14;HMGCS1;ODC1;LSS;SREBF2;TM7SF2;HELZ2;PSMA5;PSMA6;PSMD6;PSMA3;PSMA2;PSMC4;SCD;PSMD2;FASN;ID2;PSMC2;MVD;LDLR
GO_Biological_Process_2021,regulation of cell cycle (GO:0051726),33/296,1.8342580385547064e-06,0.0030934761820225,0,0,2.706557955391792,35.75057352508929,RB1;L3MBTL1;CDKN1A;CDC123;CITED2;GATA6;FOXO4;PKD1;THBS1;CDC14A;ING4;GRK5;CDC26;MYC;TP53INP1;PCLAF;FBXO5;JUNB;CDK5RAP3;TSPYL2;MAP2K1;CDK11A;GADD45A;DUSP1;CDKN2A;DYNLT3;NEK7;ID2;PDCD4;CDK10;PRR11;BIRC2;BIRC3
GO_Biological_Process_2021,interleukin-1-mediated signaling pathway (GO:0070498),16/94,4.577377679937509e-06,0.0049925378134759,0,0,4.382829155862864,53.884185887942735,EGR1;PSMD14;RIPK2;NFKB1;PSMA5;NFKBIA;PSMA6;PSMD6;PSMA3;RPS6KA5;PSMA2;IRAK2;PSMC4;PSMD2;PSMC2;UBE2N
GO_Biological_Process_2021,regulation of mitotic cell cycle (GO:0007346),23/178,5.920590350994314e-06,0.0049925378134759,0,0,3.182676359916706,38.31011211185007,RB1;CUL9;L3MBTL1;CDK11A;PSMD14;CCDC57;DYNLT3;SPHK1;NEK7;ASNS;PSMA5;PSMA6;PSMD6;PSMA3;PSMA2;PSMC4;CDC26;PSMD2;PSMC2;CDK10;FBXO5;CDK5RAP3;MAD2L1
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",144/2244,8.50973777369488e-06,0.0057406691021345,0,0,1.5292688413948257,17.85314236303869,ATF1;RB1;ZNF292;ARID4A;ARID4B;ETS1;FGF2;CCAR1;RPS6KA5;MYC;ZNF208;CIR1;SLC39A8;FBXO5;CCNL2;ZNF721;JUNB;FADS1;MAP2K3;MEF2C;MAP2K1;SP110;ZNF160;SOX12;ZNF90;LBHD1;ZNF91;KAT6B;DGKQ;DDIT3;ZNF714;TRIB3;HOXB2;PHIP;MZF1;ZNF432;HOXB6;ZNF431;HOXB5;ZNF276;ZNF430;L3MBTL1;ZNF793;DLX2;ZNF791;KMT2A;GATA6;CREM;BAZ2B;FOXO4;ZNF708;ZNF706;ZNF429;ZKSCAN4;HOXC9;ZNF785;HOXC6;BPTF;EGR1;VDR;FZD7;INSR;IRF2BP2;PBX4;NFKB1;SMARCA4;THAP11;FOSL2;NFATC4;SMAD7;MLLT11;DAP;GON4L;ID2;BHLHE40;CREBRF;ID3;KDM5A;CDKN1A;BNC1;CITED2;PSIP1;ZNF44;RSF1;ZFP82;CHD2;ING4;ZNF404;MYBL1;KLF10;TGIF1;BRD3;SREBF1;FOXD1;PEG3;ATRX;PAX6;SREBF2;DNAJC2;TFDP1;SLTM;IRF9;JDP2;TRIM56;ZNF112;ZNF471;PCNA;SRRT;PBXIP1;TYMS;BARX2;HDAC9;HDAC6;CAND2;MNT;ZFP14;TP53INP1;ERBB2;HSF4;STAT6;PRAME;VHL;ZNF225;E2F5;ZNF224;ZNF345;ZNF587;E2F8;ZNF221;ATF7IP;CDK11A;RRM2;CDKN2A;STAT2;ARID3A;WTIP;KLF4;ACVR2B;NFIA;ZGLP1;ZNF737;PDCD4;ZNF337;MPHOSPH8
GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),23/188,1.472003217648883e-05,0.0074604529859365,0,0,2.9882082432478807,33.247705138295345,HSP90AA1;PSMD14;PKD1;CDC14A;PSMA5;ANLN;PSMA6;CENPE;PSMD6;PSMA3;TUBA1A;PSMA2;PSMC4;CDC26;PSMD2;ID2;AKAP9;PSMC2;FBXO5;MAPRE1;NINL;SFI1;MAD2L1
GO_Biological_Process_2021,negative regulation of mitotic cell cycle phase transition (GO:1901991),15/92,1.5482707056494562e-05,0.0074604529859365,0,0,4.157811885084612,46.05103812110234,RB1;CDKN1A;PSMD14;CDKN2A;KLF4;PSMA5;PSMA6;PSMD6;PSMA3;PSMA2;PSMC4;PSMD2;PSMC2;FBXO5;DACT1
GO_Biological_Process_2021,negative regulation of programmed cell death (GO:0043069),36/381,2.705350343625156e-05,0.0114064333863095,0,0,2.2487556221889053,23.65172361392256,ARF4;CITED2;AMIGO2;GATA6;FHL2;THBS1;PRDX3;PIDD1;GRK5;MYC;CASP3;MYO18A;PRAME;VHL;DCPS;RIPK2;PLK2;SPHK1;ANXA5;PLAUR;ASNS;DKK1;NFKB1;NFKBIA;RASA1;CAT;PPIF;FAS;PHIP;ANGPTL4;IL6ST;NAIP;HSPA1B;BIRC2;MAD2L1;BIRC3
GO_Biological_Process_2021,regulation of cellular amine metabolic process (GO:0033238),10/51,8.1491276877568e-05,0.0265980513121658,0,0,5.1864655923344944,48.83064914779587,PSMA5;PSMA6;PSMD6;PSMA3;PSMD14;PSMA2;PSMC4;PSMD2;ODC1;PSMC2
GO_Biological_Process_2021,negative regulation of DNA-binding transcription factor activity (GO:0043433),18/143,8.390687006664165e-05,0.0265980513121658,0,0,3.076054054054054,28.871237565123668,RB1;EGLN1;CDKN2A;TNFAIP3;KLF4;PKD1;SMAD7;NFKBIA;DAP;IRAK2;DDIT3;ID2;BHLHE40;ID3;NFKBIE;TAF3;CDK5RAP3;ZNF431
GO_Biological_Process_2021,anaphase-promoting complex-dependent catabolic process (GO:0031145),13/84,9.83680668942234e-05,0.0265980513121658,0,0,3.9004305789946847,35.98847075085751,RB1;PSMD14;PSMA5;PSMA6;PSMD6;PSMA3;PSMA2;PSMC4;CDC26;PSMD2;PSMC2;FBXO5;MAD2L1
GO_Biological_Process_2021,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",12/73,9.96680825896979e-05,0.0265980513121658,0,0,4.188139509296953,38.58811469151419,PSMA5;PSMA6;PSMD6;PSMA3;ITGB5;PSMD14;PSMA2;PSMC4;PSMD2;SNAP23;PSMC2;ITGAV
GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",12/74,0.00011412488436743014,0.0265980513121658,0,0,4.120372374972938,37.40563549780519,ING4;PIDD1;CDKN1A;MUC1;TFDP1;PCNA;GADD45A;PLK2;SESN2;ATRX;ARID3A;E2F8
GO_Biological_Process_2021,NIK/NF-kappaB signaling (GO:0038061),12/74,0.00011412488436743014,0.0265980513121658,0,0,4.120372374972938,37.40563549780519,PSMA5;PSMA6;PSMD6;PSMA3;PSMD14;PSMA2;PSMC4;PSMD2;PSMC2;COPS8;BIRC2;BIRC3
GO_Biological_Process_2021,regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),12/75,0.00013034403673520265,0.0265980513121658,0,0,4.054756578246511,36.27114850240902,PSMA5;EGLN1;PSMA6;PSMD6;PSMA3;PSMD14;CITED2;PSMA2;PSMC4;PSMD2;PSMC2;VHL
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),56/742,0.00013141536993130625,0.0265980513121658,0,0,1.767875150060024,15.799760956803778,HRK;ITGB1;TOP2A;ARF4;RBM25;HIP1;CITED2;FAF1;FHL2;CCAR1;ING4;PIDD1;MYC;C1QBP;CASP3;ARL6IP5;MYO18A;PHLDA1;MEF2C;HSP90AA1;TNFRSF12A;RIPK2;SPHK1;ANXA5;PLAUR;ANO6;DKK1;MELK;RASA1;CAT;PPIF;PHIP;ANGPTL4;IL6ST;EEF1E1;SGK1;BIRC2;NAIP;BIRC3;GATA6;THBS1;KNG1;PRDX3;GRK5;TP53INP1;PRAME;VHL;GADD45A;PLK2;ASNS;NFKB1;MLLT11;NFKBIA;FAS;HSPA1B;MAD2L1
GO_Biological_Process_2021,regulation of cellular amino acid metabolic process (GO:0006521),10/54,0.0001349721293337151,0.0265980513121658,0,0,4.83208198051948,43.05598743574432,PSMA5;PSMA6;PSMD6;PSMA3;PSMD14;PSMA2;PSMC4;PSMD2;ODC1;PSMC2
GO_Biological_Process_2021,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),13/87,0.00014194038648650593,0.0265980513121658,0,0,3.7417148391392514,33.15198037551421,EGLN1;PSMD14;PSMA5;PSMA6;PSMD6;PSMA3;MUC1;PSMA2;PSMC4;PSMD2;DDIT3;PSMC2;VHL
