Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022,Mitotic G1 Phase And G1/S Transition R-HSA-453279,26/147,5.694363516634217e-09,4.8402863883268245e-06,0,0,4.416974004181585,83.85090254954915,PSMD12;CDKN1A;PCNA;PSMD14;CCNH;PRIM1;TYMS;PSMD6;CCND2;MYC;PSMD2;ORC3;FBXO5;E2F5;SKP1;CDKN2C;RRM2;PSMA5;PSMA6;PSMA3;CCNE2;PSMA1;PSMA2;PSMC4;PSMC2;CDK1
Reactome_2022,G1/S Transition R-HSA-69206,24/129,7.781810913708721e-09,4.8402863883268245e-06,0,0,4.69227673734716,87.61173605560431,PSMD12;CDKN1A;PCNA;RRM2;PSMD14;CCNH;PRIM1;TYMS;PSMA5;PSMA6;PSMD6;PSMA3;CCNE2;PSMA1;PSMA2;PSMC4;MYC;PSMD2;ORC3;PSMC2;CDK1;FBXO5;E2F5;SKP1
Reactome_2022,Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,15/59,6.807979216005398e-08,2.8230420482369053e-05,0,0,6.953155481857198,114.7450421775148,CDKN1A;HSP90AA1;PSMD12;PSMD14;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;PSMD2;PSMC2;CDK1;MAPRE1
Reactome_2022,Nuclear Events Mediated By NFE2L2 R-HSA-9759194,17/78,1.0745508286601653e-07,3.341853077133113e-05,0,0,5.691239203243434,91.3227221550448,NQO1;PSMD12;PSMD14;SLC7A11;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;MYC;PSMD2;PSMC2;PHGDH;SQSTM1;SKP1
Reactome_2022,KEAP1-NFE2L2 Pathway R-HSA-9755511,19/100,1.9745135809143738e-07,3.631906293769805e-05,0,0,4.795498084291188,74.0318135858533,NQO1;PSMD12;PSMD14;CUL3;SLC7A11;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;MYC;PSMD2;SESN2;PSMC2;PHGDH;SQSTM1;SKP1
Reactome_2022,Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,15/64,2.1804370322439957e-07,3.631906293769805e-05,0,0,6.2420075326267845,95.74347148180364,EGLN1;PSMD12;PSMD14;UBE2D2;CUL2;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;PSMD2;PSMC2;VHL
Reactome_2022,Cyclin E Associated Events During G1/S Transition R-HSA-69202,17/82,2.3223340225521893e-07,3.631906293769805e-05,0,0,5.339884201819686,81.56952355135311,CDKN1A;PSMD12;PSMD14;CCNH;PSMA5;PSMA6;PSMD6;PSMA3;CCNE2;PSMA1;PSMA2;PSMC4;MYC;PSMD2;PSMC2;E2F5;SKP1
Reactome_2022,Cellular Response To Hypoxia R-HSA-1234174,16/73,2.3356310570866918e-07,3.631906293769805e-05,0,0,5.727401209791396,87.45634852141905,EGLN1;PSMD12;PSMD14;CITED2;UBE2D2;CUL2;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;PSMD2;PSMC2;VHL
Reactome_2022,Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,17/84,3.349146475795089e-07,4.173499622163528e-05,0,0,5.179939014604398,77.22973157135691,CDKN1A;PSMD12;PSMD14;CCNH;PSMA5;PSMA6;PSMD6;PSMA3;CCNE2;PSMA1;PSMA2;PSMC4;MYC;PSMD2;PSMC2;E2F5;SKP1
Reactome_2022,Activation Of NF-kappaB In B Cells R-HSA-1169091,15/66,3.3569160279314095e-07,4.173499622163528e-05,0,0,5.9965917697551125,89.39163094688412,PSMD12;CHUK;PSMD14;NFKB1;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;PSMD2;PSMC2;NFKBIE;SKP1
Reactome_2022,Interleukin-1 Signaling R-HSA-9020702,20/114,3.6903935565754666e-07,4.173499622163528e-05,0,0,4.351488443618169,64.45582443156972,MAP2K1;PSMD12;PSMD14;CHUK;RIPK2;AGER;NFKB1;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;PSMD2;TIFA;PSMC2;UBE2N;SQSTM1;SKP1
Reactome_2022,SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577,14/59,4.688672252960672e-07,4.86059023556923e-05,0,0,6.338263665594855,92.36717546538186,CDKN1A;PSMD12;PSMD14;PSMA5;PSMA6;PSMD6;PSMA3;CCNE2;PSMA1;PSMA2;PSMC4;PSMD2;PSMC2;SKP1
Reactome_2022,FCERI Mediated NF-kB Activation R-HSA-2871837,16/78,6.100856586706489e-07,5.838050456817594e-05,0,0,5.264128062090711,75.32791680065674,PSMD12;CHUK;PSMD14;UBE2D2;NFKB1;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;PSMD2;PSMC2;UBE2N;SKP1
Reactome_2022,SCF-beta-TrCP Mediated Degradation Of Emi1 R-HSA-174113,13/54,1.0066232448434295e-06,8.944566547037331e-05,0,0,6.454170366114796,89.12505222712456,PSMD12;PSMD14;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;PSMD2;PSMC2;FBXO5;SKP1
Reactome_2022,Degradation Of DVL R-HSA-4641258,13/55,1.2615026176563e-06,0.00010462061709096247,0,0,6.300168247170388,85.57648939728772,PSMD12;PSMD14;CUL3;PSMA5;PSMA6;PSMD6;PSMA3;PSMA1;PSMA2;PSMC4;PSMD2;PSMC2;DACT1
Reactome_2022,G2/M Transition R-HSA-69275,25/182,1.6781428498061371e-06,0.00012937860679835818,0,0,3.2634676761954764,43.39701494516566,PSMD12;CDKN1A;PSMD14;CCNH;PPP1CB;PSMD6;PSMD2;PHLDA1;NINL;SKP1;HSP90AA1;CDK11A;CEP152;HAUS1;PSMA5;PSMA6;PSMA3;PSMA1;PSMA2;PSMC4;PSMC2;CDK1;TUBGCP6;MAPRE1;SFI1
