Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",17/74,1.3576804978503997e-05,0.0474379123810544,0,0,3.916536020903322,43.8931978057288,CDKN1A;PCNA;GADD45A;PLK2;ATRX;ARID3A;ING4;PIDD1;MUC1;TFDP1;SESN2;BCL3;ATM;MDM4;GTSE1;TP53;E2F8
GO_Biological_Process_2021,regulation of protein ubiquitination (GO:0031396),21/109,2.5273261790652365e-05,0.0474379123810544,0,0,3.1374062459588776,33.21184073430922,PSMD10;NDFIP2;HSP90AA1;RIPK2;CUL3;PRMT3;UBE2D1;TNFAIP3;XIAP;SIRT7;SENP2;SMAD7;GNL3L;BAG2;UBE2N;SPOPL;WASHC1;SQSTM1;CDK5RAP3;HSPA1B;BIRC3
GO_Biological_Process_2021,regulation of cell cycle (GO:0051726),40/296,7.286952376090532e-05,0.0658873341616186,0,0,2.063468817591925,19.65833739763791,RB1;L3MBTL1;CDKN1A;GATA6;XIAP;ADARB1;PKD1;CDC14A;ING4;STK11;MYC;PCLAF;TP53BP2;WDR6;FBXO5;PIM2;SKP2;CDK5RAP3;PHACTR4;TSPYL2;MAP2K1;CDK11A;CDKN2C;GADD45A;DUSP1;CDKN2A;DYNLT3;NEK7;TSC2;TSC1;MLF1;CYLD;KAT2B;MLXIPL;CENPF;CDK10;ATM;PRR11;TP53;BIRC3
GO_Biological_Process_2021,replicative senescence (GO:0090399),6/12,8.289981132247343e-05,0.0658873341616186,0,0,13.066150598170305,122.79408626941778,MME;TERT;CDKN2A;ATM;WNT16;TP53
GO_Biological_Process_2021,G1/S transition of mitotic cell cycle (GO:0000082),17/85,8.948774393753266e-05,0.0658873341616186,0,0,3.2810283687943262,30.583806976696184,RB1;CDKN1A;PCNA;CDKN2C;CDKN2A;CUL3;PLK2;CUL2;TYMS;BACH1;TFDP1;CCNE2;MYC;FBXO5;PIM2;CDK14;BRD4
GO_Biological_Process_2021,regulation of mitophagy (GO:1901524),4/5,0.00012172360011746332,0.0658873341616186,0,0,52.20520028109628,470.5650237340575,TSC2;VDAC1;SLC25A5;SLC25A4
GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",13/56,0.00012285864121772255,0.0658873341616186,0,0,3.9618762540705896,35.674620127654485,CDKN1A;PCNA;GADD45A;PLK2;ARID3A;PIDD1;MUC1;TFDP1;ATM;MDM4;GTSE1;TP53;E2F8
GO_Biological_Process_2021,cellular response to hypoxia (GO:0071456),22/131,0.00014220152171548356,0.0667280640649906,0,0,2.6524404975676648,23.496021724473152,PSMD10;EGLN1;SUV39H2;ACAA2;PSMD14;BNIP3;CUL2;HP1BP3;GATA6;BACH1;PSMA5;PSMA6;CPEB1;PSMA3;TERT;PSMC4;MYC;PSMC2;PGK1;MDM4;VHL;TP53
GO_Biological_Process_2021,peptidyl-lysine modification (GO:0018205),19/106,0.00016531163952639174,0.0689533216424527,0,0,2.867309952978057,24.96761220118667,HDAC10;NUP155;NSMCE2;PLOD2;P3H3;SIRT7;RANGAP1;SENP2;SENP3;HDAC9;LOXL1;HDAC6;GCSH;IFIH1;KAT2B;SUMO2;NUP54;NUP43;NUP37
GO_Biological_Process_2021,mitotic cell cycle phase transition (GO:0044772),30/209,0.0001936207623979302,0.0726852342041829,0,0,2.206723905575795,18.86662688377977,RB1;CDKN1A;CUL3;CCNF;CUL2;CEP164;EPS8;PPP1CB;PRKAR2B;MYC;PIM2;SKP2;PCNT;NINL;PHLDA1;HSP90AA1;CDKN2C;CDKN2A;CCDC57;PLK2;CEP152;CEP131;TPD52L1;HAUS1;MELK;CCNE2;CCNG1;MAPRE1;CDK14;SFI1
GO_Biological_Process_2021,negative regulation of TOR signaling (GO:0032007),10/38,0.00024679763894153536,0.0842253033260476,0,0,4.674110293376349,38.82756232654396,STK11;SZT2;SESN2;AKT1S1;DDIT4;TNFAIP8L1;TSC2;TSC1;ATM;ITFG2
GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),27/188,0.0003916373136455296,0.1225172062854431,0,0,2.205519077196096,17.30268172978879,PSMD10;PSMD14;CUL3;CEP164;UBE2D1;PKD1;CDC14A;ANAPC10;PRKAR2B;FBXO5;PCNT;NINL;TMEM14B;HSP90AA1;CEP152;CEP131;HAUS1;PSMA5;ANLN;PSMA6;CENPE;PSMA3;CENPF;PSMC4;PSMC2;MAPRE1;SFI1
GO_Biological_Process_2021,mitotic G1 DNA damage checkpoint signaling (GO:0031571),13/65,0.0005859837051589254,0.1692140637820466,0,0,3.2745756718528995,24.37010789250043,CDKN1A;PCNA;GADD45A;PLK2;ARID3A;PIDD1;MUC1;TFDP1;ATM;MDM4;GTSE1;TP53;E2F8
GO_Biological_Process_2021,negative regulation of DNA metabolic process (GO:0051053),9/36,0.0007549868052286095,0.1847524853035732,0,0,4.359661495063469,31.34077939651516,H1-5;H1-4;CDKN1A;RTEL1;DFFA;ZNF91;KMT2A;H1-3;H1-2
GO_Biological_Process_2021,negative regulation of protein ubiquitination (GO:0031397),11/51,0.0007853407107685737,0.1847524853035732,0,0,3.5992761299435028,25.73263923694621,GNL3L;BAG2;PRMT3;TNFAIP3;SPOPL;FBXO5;SIRT7;SENP2;SQSTM1;HSPA1B;SMAD7
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway (GO:0097193),17/102,0.0008517175196083512,0.1847524853035732,0,0,2.62241134751773,18.535873786649017,CDKN1A;CUL3;BNIP3;CUL2;MLLT11;STK11;DDIT3;TMEM117;C1QBP;CASP4;ARL6IP5;TP53BP2;TRIB3;ATM;CHAC1;TP53;ATF4
GO_Biological_Process_2021,interleukin-1-mediated signaling pathway (GO:0070498),16/94,0.000946792743766156,0.1847524853035732,0,0,2.68876410619855,18.7203328016887,PSMD10;EGR1;CHUK;PSMD14;RIPK2;IL1RAP;NFKB1;PSMA5;PSMA6;PSMA3;RPS6KA5;IRAK2;PSMC4;PSMC2;UBE2N;SQSTM1
GO_Biological_Process_2021,cellular response to decreased oxygen levels (GO:0036294),13/69,0.0010574846034211,0.1847524853035732,0,0,3.040020711254799,20.82980301861388,EGLN1;SUV39H2;ACAA2;BNIP3;HP1BP3;GATA6;TSC1;CPEB1;TERT;MYC;PGK1;MDM4;TP53
GO_Biological_Process_2021,organelle assembly (GO:0070925),48/425,0.001076044529918,0.1847524853035732,0,0,1.6800087712042902,11.481958514614943,ARF4;RAB1A;DYNC2I1;DDX6;INTU;CEP164;SNX10;PKD1;CDC14A;HDAC6;GOLGA2;STK36;WDR90;RAB23;TCTN1;INPP5E;DHX37;PDE6D;NPHP3;PCNT;RAB11FIP3;CENPT;ACTR3;ATG3;CCDC57;CFAP70;STARD9;CEP131;NEK7;PRRC2C;IFT122;VPS37A;EIF2S1;KIF27;HAUS1;ATXN2L;CENPE;ANLN;CENPF;CHMP2B;TUBGCP6;CHMP3;EXOC6;ULK1;EXOC5;CCDC66;MAPRE1;MAPRE2
GO_Biological_Process_2021,DNA packaging (GO:0006323),7/24,0.0010901595174327,0.1847524853035732,0,0,5.380778790389395,36.70461257492595,H1-5;H1-4;CDAN1;HAT1;TP53;H1-3;H1-2
GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),7/24,0.0010901595174327,0.1847524853035732,0,0,5.380778790389395,36.70461257492595,MUC1;ATF6B;DDIT3;SESN2;CHD6;TP53;ATF4
GO_Biological_Process_2021,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),15/87,0.0011784166028628,0.1847524853035732,0,0,2.7297273371104818,18.408144512804625,PSMD10;EGLN1;PSMD14;CUL2;BACH1;PSMA5;PSMA6;PSMA3;MUC1;PSMC4;DDIT3;PSMC2;VHL;TP53;ATF4
GO_Biological_Process_2021,regulation of megakaryocyte differentiation (GO:0045652),11/54,0.0012964928472836,0.1847524853035732,0,0,3.347621863092892,22.25529970024637,L3MBTL1;TNRC6C;KAT2B;KMT2A;AGO4;KMT2B;DPY30;ASH2L;ZFPM1;TNRC6A;TNRC6B
GO_Biological_Process_2021,DNA replication-independent nucleosome organization (GO:0034724),5/13,0.001454887495608,0.1847524853035732,0,0,8.159722222222221,53.30605123018318,ATRX;HAT1;UBN1;ASF1A;CABIN1
GO_Biological_Process_2021,embryonic hemopoiesis (GO:0035162),5/13,0.001454887495608,0.1847524853035732,0,0,8.159722222222221,53.30605123018318,KITLG;KMT2A;ZFPM1;TGFBR2;ATF4
GO_Biological_Process_2021,negative regulation of chromatin organization (GO:1905268),5/13,0.001454887495608,0.1847524853035732,0,0,8.159722222222221,53.30605123018318,H1-5;H1-4;H1-3;ASF1A;H1-2
GO_Biological_Process_2021,negative regulation of chromatin silencing (GO:0031936),5/13,0.001454887495608,0.1847524853035732,0,0,8.159722222222221,53.30605123018318,H1-5;H1-4;H1-3;ASF1A;H1-2
GO_Biological_Process_2021,negative regulation of gene silencing (GO:0060969),5/13,0.001454887495608,0.1847524853035732,0,0,8.159722222222221,53.30605123018318,H1-5;H1-4;H1-3;ASF1A;H1-2
GO_Biological_Process_2021,regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),8/32,0.0014753410399379,0.1847524853035732,0,0,4.357293868921776,28.404615300304265,RB1;PCNA;TFDP1;FBXO5;TYMS;BACH1;CDK14;BRD4
GO_Biological_Process_2021,plasma membrane bounded cell projection assembly (GO:0120031),34/278,0.0014764450077536,0.1847524853035732,0,0,1.8334824002918573,11.950854823914453,DYNC2I1;ARF4;RAB1A;INTU;CEP164;SNX10;PKD1;CDC14A;HDAC6;RAP1A;STK36;WDR90;RAB23;INPP5E;TCTN1;PDE6D;S1PR1;NPHP3;PCNT;RAB11FIP3;ACTR3;CARMIL1;CCDC57;CFAP70;CEP131;IFT122;KIF27;RAP2C;RAP2A;GOLPH3;STK26;EXOC6;EXOC5;CCDC66
GO_Biological_Process_2021,DNA replication (GO:0006260),17/108,0.0016324896531573,0.1976892309017028,0,0,2.4487101550931336,15.714962363507544,PIF1;TIPIN;RFC3;RMI1;TREX1;IGHMBP2;ING4;RECQL4;ING5;EXO1;PCLAF;MCMBP;CDK2AP1;ATM;MCM6;RAD9A;MCM2
GO_Biological_Process_2021,mitochondrial transport (GO:0006839),11/56,0.0017692295308917,0.2023720135506963,0,0,3.1984934086629,20.269527998050144,HSP90AA1;ABCB10;BNIP3;TIMM23;SPG7;SLC25A5;MFF;TMEM14A;SLC25A4;TMEM14B;TMEM14C
GO_Biological_Process_2021,regulation of mitochondrion organization (GO:0010821),10/48,0.0017789761446917,0.2023720135506963,0,0,3.4422241206403448,21.795189945534872,USP36;RHOT2;GOLPH3;STAT2;VDAC1;SIRT7;MFF;CYRIB;SQSTM1;HDAC6
GO_Biological_Process_2021,regulation of cytokine-mediated signaling pathway (GO:0001959),13/74,0.0020560790955586,0.2051233959609403,0,0,2.7900850975027245,17.262129442033736,CHUK;IFNGR1;SPPL2B;TNFAIP3;TRAF1;CFLAR;USP18;CYLD;IRAK2;IL7;ABCE1;JAK1;BIRC3
GO_Biological_Process_2021,regulation of G2/M transition of mitotic cell cycle (GO:0010389),21/149,0.0020920088572012,0.2051233959609403,0,0,2.1522992976529163,13.27889138965654,PSMD10;HSP90AA1;PSMD14;CEP152;CEP131;CEP164;DBF4B;HAUS1;PSMA5;PSMA6;PSMA3;CENPF;PRKAR2B;PSMC4;PSMC2;FBXO5;MAPRE1;PCNT;NINL;SFI1;BRD4
GO_Biological_Process_2021,regulation of stress-activated MAPK cascade (GO:0032872),10/49,0.0020946333599263,0.2051233959609403,0,0,3.353781010802888,20.687384805318413,MAP2K1;RAP2A;PDCD10;MYC;CARD9;ARL6IP5;F2RL1;FAS;MAPK8IP3;AGER
GO_Biological_Process_2021,cellular modified amino acid biosynthetic process (GO:0042398),6/20,0.0021177053020877,0.2051233959609403,0,0,5.597366040012064,34.46534581104793,PTDSS2;PLSCR1;PLOD2;CHAC2;CHAC1;OPLAH
GO_Biological_Process_2021,maintenance of protein location in nucleus (GO:0051457),6/20,0.0021177053020877,0.2051233959609403,0,0,5.597366040012064,34.46534581104793,SUN2;ARL2BP;BCL3;TAF8;RANGAP1;TAF3
GO_Biological_Process_2021,negative regulation of TORC1 signaling (GO:1904262),5/14,0.002131010240404,0.2051233959609403,0,0,7.252695733708392,44.61248551011765,SZT2;STK11;SESN2;ATM;ITFG2
GO_Biological_Process_2021,G2/M transition of mitotic cell cycle (GO:0000086),19/130,0.0021900557691305,0.205536733932899,0,0,2.2444333538083536,13.74452442245535,CDKN1A;HSP90AA1;CCDC57;CEP152;CEP131;CEP164;TPD52L1;BACH1;HAUS1;PPP1CB;MELK;PRKAR2B;SKP2;MAPRE1;PCNT;PHLDA1;CDK14;NINL;SFI1
GO_Biological_Process_2021,cytoplasmic pattern recognition receptor signaling pathway (GO:0002753),7/27,0.0023166086758686,0.2121109504685558,0,0,4.572922535211268,27.74689772108702,IFIH1;CYLD;IRAK2;RIPK2;TIFA;UBE2N;TNFAIP3
GO_Biological_Process_2021,protein modification by small protein removal (GO:0070646),33/276,0.002483633717775,0.2219895470601749,0,0,1.7856953079334714,10.710658639216652,PSMD10;USP36;USP38;PSMD14;UBE2D1;TNFAIP3;USP18;SNX3;IFIH1;MYC;SKP2;TAF9B;USP25;MBD5;USP42;ACTL6A;UCHL3;SENP2;SENP3;SMAD7;PSMA5;CYLD;KAT2B;PSMA6;COPS3;PSMA3;PSMC4;COPS2;PSMC2;MDM4;COPS8;TP53;BIRC3
